id,split,text,text_clean,label,label_name,n_words,n_chars,has_negation
train_000163,train,i feel so sad and hopeless,i feel so sad and hopeless,0,sadness,6,26,0
train_000164,train,im getting the feeling that my classes are a little intimidated by the concept of a lit,im getting the feeling that my classes are a little intimidated by the concept of a lit,4,fear,17,87,0
train_000165,train,i still feel groggy but i have to get up to do the routine for my son,i still feel groggy but i have to get up to do the routine for my son,0,sadness,17,69,0
train_000166,train,i have a feeling my view isnt going to be very popular and thats fine,i have a feeling my view isnt going to be very popular and thats fine,1,joy,15,69,1
train_000167,train,i want to hold this feeling of shocked awe and wonder forever,i want to hold this feeling of shocked awe and wonder forever,5,surprise,12,61,0
train_000168,train,when i heard a rumour that the st year exam results were out i had fear that i might be one of the failures,when i heard a rumour that the st year exam results were out i had fear that i might be one of the failures,4,fear,24,107,0
train_000169,train,i want to feel valued i do and appreciated i do and know the people who love me arent going anywhere even if the nature of the relationship changes,i want to feel valued i do and appreciated i do and know the people who love me arent going anywhere even if the nature of the relationship changes,1,joy,29,147,1
train_000170,train,i know there are days in which you feel distracted,i know there are days in which you feel distracted,3,anger,10,50,0
train_000171,train,i use it regularly with relaxing music and always feel invigorated afterward,i use it regularly with relaxing music and always feel invigorated afterward,1,joy,12,76,0
train_000172,train,im feeling distracted i tend to practice with my eyes shut as much as possible,im feeling distracted i tend to practice with my eyes shut as much as possible,3,anger,15,78,0
train_000173,train,i feel like its perfect a w see youtube has its influences i even know trends,i feel like its perfect a w see youtube has its influences i even know trends,1,joy,16,77,0
train_000174,train,i specifically wanted tango was feeling shy and maks quite the opposite hard to get far enough away from him to get good pics lol,i specifically wanted tango was feeling shy and maks quite the opposite hard to get far enough away from him to get good pics lol,4,fear,25,129,0
train_000175,train,i also didn t feel very weird sleeping in my bed while the two of them slept in hers,i also didn t feel very weird sleeping in my bed while the two of them slept in hers,4,fear,19,84,0
train_000176,train,i just wish okay so i was thinking about it earlier today and heres the thing being all cooped up amp restless has made me feel so needy,i just wish okay so i was thinking about it earlier today and heres the thing being all cooped up amp restless has made me feel so needy,0,sadness,28,136,0
train_000177,train,ive lost some weight such that i could fit into a tiny skirt that ive been unable to wear because i didnt feel confident in it until now,ive lost some weight such that i could fit into a tiny skirt that ive been unable to wear because i didnt feel confident in it until now,1,joy,28,136,1
train_000178,train,i hope to feel a bit more creative again soon and miss its presence in my life blog,i hope to feel a bit more creative again soon and miss its presence in my life blog,1,joy,18,83,0
train_000179,train,i am no fan of the current president i am a conservative and it made me feel unwelcome,i am no fan of the current president i am a conservative and it made me feel unwelcome,0,sadness,18,86,1
train_000180,train,i will enclose her verses on her could not weigh much more thinking and feeling curious to hear the odd couple,i will enclose her verses on her could not weigh much more thinking and feeling curious to hear the odd couple,5,surprise,21,110,1
